AQ,GNF,MoreauBrotoAuto_Steric1,NT,NTG,QT,RQD,TGD,X_ChargeD3075,class_label
-0.481459148354,-0.145864991498,0.0889098314824,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,1.73374171391,-0.145864991498,-0.145864991498,-0.145864991498,6.7097896089,-0.145864991498,0.834218094278,1
-0.481459148354,-0.145864991498,0.222274578706,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,1.05421657329,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,0.596966011382,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,0.55886179789,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,-1.06691797779,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,0.55886179789,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,-0.00635070224874,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,0.55886179789,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-1.51825168166,1
-0.481459148354,-0.145864991498,0.55886179789,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,0.55886179789,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,0.55886179789,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,1.86075575888,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-1.51825168166,1
-0.481459148354,-0.145864991498,0.222274578706,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,0.0571563202387,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,0.247677387701,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,0.222274578706,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,1
-0.481459148354,-0.145864991498,1.21933483176,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,1
-0.481459148354,-0.145864991498,-1.99412050611,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,1
-0.481459148354,-0.145864991498,-0.628719522626,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,6.7097896089,0.0500432052507,0
-0.481459148354,6.7097896089,-0.628719522626,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-1.51825168166,0
-0.481459148354,-0.145864991498,-0.00635070224874,6.7097896089,6.7097896089,-0.145864991498,-0.145864991498,-0.145864991498,-1.51825168166,0
2.03282751527,-0.145864991498,0.55886179789,-0.145864991498,-0.145864991498,6.7097896089,-0.145864991498,-0.145864991498,-1.51825168166,0
-0.481459148354,-0.145864991498,-1.08597008454,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-1.51825168166,0
-0.481459148354,-0.145864991498,-0.590615309133,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-1.51825168166,0
-0.481459148354,-0.145864991498,-1.16852921377,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-1.51825168166,0
-0.481459148354,-0.145864991498,-0.844643399083,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-1.51825168166,0
2.03282751527,-0.145864991498,1.46701221946,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,0
2.03282751527,-0.145864991498,-1.41620660147,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-2.30242657069,0
-0.481459148354,-0.145864991498,-0.431847752915,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,0
-0.481459148354,-0.145864991498,-0.768434972098,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.734131683777,0
-0.481459148354,-0.145864991498,-0.590615309133,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,0
-0.481459148354,-0.145864991498,-0.590615309133,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,2.40251298119,0
-0.481459148354,-0.145864991498,-0.768434972098,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,0
-0.481459148354,-0.145864991498,-2.93402443892,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.0500432052507,0
-0.481459148354,-0.145864991498,-0.590615309133,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.734131683777,0
-0.481459148354,-0.145864991498,-0.787487078844,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,1.61839298331,0
-0.481459148354,-0.145864991498,1.46701221946,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,0
2.03282751527,-0.145864991498,-1.06691797779,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,0
2.03282751527,-0.145864991498,-0.15241685397,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,0
2.03282751527,-0.145864991498,0.133364747224,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,0
2.03282751527,-0.145864991498,0.717629354108,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,0
2.03282751527,-0.145864991498,-0.622368820377,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,0
-0.481459148354,-0.145864991498,1.45431081496,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,0
-0.481459148354,-0.145864991498,0.596966011382,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,0
2.03282751527,-0.145864991498,1.46701221946,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,-0.145864991498,0.834218094278,0
